# Valheim ObjectDB item prefabs extracted from local game assets.
# inventoryValid is true for prefabs with localized shared item names; false rows are usually internal creature/effect equipment.
# name	inventoryValid	baseDurability	durabilityStep	maxQuality	maxStack
ScorchingMedley	true	100	50	1	10
Scythe	true	200	200	3	1
ScytheHandle	true	100	50	1	20
SeekerAspic	true	100	50	1	10
SeekerBrute_Taunt	false	100	50	7	1
SeekerBrute_bite	false	100	50	1	1
SeekerBrute_groundslam	false	100	50	1	1
SeekerBrute_ram	false	100	50	1	1
SeekerQueen_Bite	false	100	50	1	1
SeekerQueen_Call	false	100	50	7	1
SeekerQueen_PierceAOE	false	100	50	1	1
SeekerQueen_Rush	false	100	50	1	1
SeekerQueen_Slap	false	100	50	1	1
SeekerQueen_Spit	false	100	50	1	1
SeekerQueen_Teleport	false	100	50	7	1
SerpentMeat	true	100	50	1	50
SerpentMeatCooked	true	100	50	1	50
SerpentScale	true	100	50	1	50
SerpentStew	true	100	50	1	10
Serpent_attack	false	100	50	1	1
Serpent_taunt	false	100	50	1	1
SharpeningStone	true	100	50	1	20
ShieldBanded	true	200	50	3	1
ShieldBlackmetal	true	200	50	3	1
ShieldBlackmetalTower	true	200	50	3	1
ShieldBoneTower	true	200	50	3	1
ShieldBronzeBuckler	true	200	50	3	1
ShieldCarapace	true	200	50	3	1
ShieldCarapaceBuckler	true	200	50	3	1
ShieldCore	true	100	50	1	20
ShieldFlametal	true	200	50	3	1
ShieldFlametalTower	true	200	50	3	1
ShieldIronBuckler	true	200	50	3	1
ShieldIronSquare	true	200	50	3	1
ShieldIronTower	true	200	50	3	1
ShieldKnight	true	100	50	1	1
ShieldSerpentscale	true	250	50	3	1
ShieldSilver	true	200	50	3	1
ShieldWood	true	200	50	3	1
ShieldWoodTower	true	200	50	3	1
ShocklateSmoothie	true	100	50	1	10
Silver	true	100	50	1	30
SilverNecklace	true	100	50	1	20
SilverOre	true	100	50	1	30
SizzlingBerryBroth	true	100	50	1	10
SledgeCheat	false	100	50	4	1
SledgeDemolisher	true	100	50	4	1
SledgeIron	true	100	50	4	1
SledgeStagbreaker	true	100	50	4	1
SledgeWood	true	100	50	4	1
Softtissue	true	100	50	1	40
Sparkler	true	8	0	1	1
SparklingShroomshake	true	100	50	1	10
SpearBronze	true	100	50	4	1
SpearCarapace	true	100	50	4	1
SpearChitin	true	50	50	1	1
SpearElderbark	true	100	50	4	1
SpearFlint	true	100	50	4	1
SpearSplitner	true	100	50	4	1
SpearSplitner_Blood	true	100	50	4	1
SpearSplitner_Lightning	true	100	50	4	1
SpearSplitner_Nature	true	100	50	4	1
SpearWolfFang	true	100	50	4	1
SpearWood	true	100	50	4	1
SpiceAshlands	true	100	50	1	100
SpiceForests	true	100	50	1	100
SpiceMistlands	true	100	50	1	100
SpiceMountains	true	100	50	1	100
SpiceOceans	true	100	50	1	100
SpicePlains	true	100	50	1	100
SpicyMarmalade	true	100	50	1	10
StaffClusterbomb	true	200	50	4	1
StaffFireball	true	200	50	4	1
StaffGreenRoots	true	200	50	4	1
StaffIceShards	true	200	50	4	1
StaffLightning	true	200	50	4	1
StaffRedTroll	true	200	50	4	1
StaffShield	true	200	50	4	1
StaffSkeleton	true	200	50	4	1
StaminaUpgrade_Greydwarf	false	100	50	1	1
StaminaUpgrade_Troll	false	100	50	1	1
StaminaUpgrade_Wraith	false	100	50	1	1
Stone	true	100	50	1	50
StoneGolem_clubs	false	100	50	1	1
StoneGolem_hat	false	100	50	1	1
StoneGolem_spikes	false	100	50	1	1
StoneRock	true	100	50	1	50
SulfurStone	true	100	50	1	50
SurtlingCore	true	100	50	1	10
SwordBlackmetal	true	200	50	4	1
SwordBronze	true	200	50	4	1
SwordCheat	false	100	50	1	1
SwordDyrnwyn	true	200	50	4	1
SwordIron	true	200	50	4	1
SwordIronFire	true	200	50	4	1
SwordMistwalker	true	200	50	4	1
SwordNiedhogg	true	200	50	4	1
SwordNiedhoggBlood	true	200	50	4	1
SwordNiedhoggLightning	true	200	50	4	1
SwordNiedhoggNature	true	200	50	4	1
SwordSilver	true	200	50	4	1
SwordWood	true	200	50	4	1
THSwordKrom	true	200	50	4	1
THSwordSlayer	true	200	50	4	1
THSwordSlayerBlood	true	200	50	4	1
THSwordSlayerLightning	true	200	50	4	1
THSwordSlayerNature	true	200	50	4	1
THSwordWood	true	200	50	4	1
Tankard	true	100	50	1	1
TankardAnniversary	true	100	50	1	1
TankardOdin	true	100	50	1	1
Tankard_dvergr	true	100	50	1	1
Tar	true	100	50	1	50
Thistle	true	100	50	1	50
Thunderstone	true	100	50	1	20
Tin	true	100	50	1	30
TinOre	true	100	50	1	30
Torch	true	20	50	1	1
TorchMist	true	20	50	1	1
TrainingDummy_attack	false	100	50	1	1
TrainingDummy_attack2	false	100	50	1	1
TrainingDummy_attack3	false	100	50	1	1
TrainingDummy_throw	false	100	50	1	1
TrinketBlackDamageHealth	true	100	50	1	1
TrinketBlackStamina	true	100	50	1	1
TrinketBronzeHealth	true	100	50	1	1
TrinketBronzeStamina	true	100	50	1	1
TrinketCarapaceEitr	true	100	50	1	1
TrinketChitinSwim	true	100	50	1	1
TrinketFlametalEitr	true	100	50	1	1
TrinketFlametalStaminaHealth	true	100	50	1	1
TrinketIronHealth	true	100	50	1	1
TrinketIronStamina	true	100	50	1	1
TrinketScaleStaminaDamage	true	100	50	1	1
TrinketSilverDamage	true	100	50	1	1
TrinketSilverResist	true	100	50	1	1
TrollHide	true	100	50	1	20
TrophyAbomination	true	100	50	1	20
TrophyAsksvin	true	100	50	1	20
TrophyBjorn	true	100	50	1	20
TrophyBjornUndead	true	100	50	1	20
TrophyBlob	true	100	50	1	20
TrophyBoar	true	100	50	1	20
TrophyBonemass	true	100	50	1	20
TrophyBonemawSerpent	true	100	50	1	20
TrophyCharredArcher	true	100	50	1	20
TrophyCharredMage	true	100	50	1	20
TrophyCharredMelee	true	100	50	1	20
TrophyCultist	true	100	50	1	20
TrophyCultist_Hildir	true	100	50	1	20
TrophyDeathsquito	true	100	50	1	20
TrophyDeer	true	100	50	1	20
TrophyDragonQueen	true	100	50	1	20
TrophyDraugr	true	100	50	1	20
TrophyDraugrElite	true	100	50	1	20
TrophyDraugrFem	true	100	50	1	20
TrophyDvergr	true	100	50	1	20
TrophyEikthyr	true	100	50	1	20
TrophyFader	true	100	50	1	20
TrophyFallenValkyrie	true	100	50	1	20
TrophyFenring	true	100	50	1	20
TrophyForestTroll	true	100	50	1	20
TrophyFrostTroll	true	100	50	1	20
TrophyGhost	true	100	50	1	20
TrophyGjall	true	100	50	1	20
TrophyGoblin	true	100	50	1	20
TrophyGoblinBrute	true	100	50	1	20
TrophyGoblinBruteBrosBrute	true	100	50	1	20
TrophyGoblinBruteBrosShaman	true	100	50	1	20
TrophyGoblinKing	true	100	50	1	20
TrophyGoblinShaman	true	100	50	1	20
TrophyGreydwarf	true	100	50	1	20
TrophyGreydwarfBrute	true	100	50	1	20
TrophyGreydwarfShaman	true	100	50	1	20
TrophyGrowth	true	100	50	1	20
TrophyHare	true	100	50	1	20
TrophyHatchling	true	100	50	1	20
TrophyKvastur	true	100	50	1	20
TrophyLeech	true	100	50	1	20
TrophyLox	true	100	50	1	20
TrophyMorgen	true	100	50	1	20
TrophyNeck	true	100	50	1	20
TrophySGolem	true	100	50	1	20
TrophySeeker	true	100	50	1	20
TrophySeekerBrute	true	100	50	1	20
TrophySeekerQueen	true	100	50	1	20
TrophySerpent	true	100	50	1	20
TrophySkeleton	true	100	50	1	20
TrophySkeletonHildir	true	100	50	1	20
TrophySkeletonPoison	true	100	50	1	20
TrophySurtling	true	100	50	1	20
TrophyTheElder	true	100	50	1	20
TrophyTick	true	100	50	1	20
TrophyUlv	true	100	50	1	20
TrophyVolture	true	100	50	1	20
TrophyWolf	true	100	50	1	20
TrophyWraith	true	100	50	1	20
Turnip	true	100	50	1	50
TurnipSeeds	true	100	50	1	100
TurnipStew	true	100	50	1	10
TurretBolt	true	100	50	1	100
TurretBoltBone	true	100	50	1	100
TurretBoltFlametal	true	100	50	1	100
TurretBoltWood	true	100	50	1	100
Ulv_attack1_bite	false	100	50	1	1
Ulv_attack2_slash	false	100	50	1	1
UndeadBjornRibcage	true	100	50	1	50
VegvisirShard_Bonemass	false	100	50	1	30
VikingCupcake	true	100	50	1	10
VikingCupcakeUncooked	true	100	50	1	10
VineGreenSeeds	true	100	50	1	100
Vineberry	true	100	50	1	50
VineberrySeeds	true	100	50	1	100
VoltureEgg	true	100	50	1	20
VoltureMeat	true	100	50	1	20
Wishbone	true	100	50	1	1
Wisp	true	100	50	1	50
WitheredBone	true	100	50	1	30
WolfClaw	true	100	50	1	20
WolfFang	true	100	50	1	50
WolfHairBundle	true	100	50	1	50
WolfJerky	true	100	50	1	20
WolfMeat	true	100	50	1	20
WolfMeatSkewer	true	100	50	1	20
WolfPelt	true	100	50	1	50
Wolf_Attack1	false	100	50	1	1
Wolf_Attack2	false	100	50	1	1
Wolf_Attack3	false	100	50	1	1
Wood	true	100	50	1	50
YagluthDrop	true	100	50	1	30
YggdrasilPorridge	true	100	50	1	10
YggdrasilWood	true	100	50	1	50
YmirRemains	true	100	50	1	50
babyseeker_attack	false	100	50	1	1
bat_melee	false	100	50	1	1
bjorn_bite	false	100	50	1	1
bjorn_claws	false	100	50	1	1
bjorn_slam	false	100	50	1	1
bjorn_swipe_combo	false	100	50	1	1
bjorn_swipe_l	false	100	50	1	1
bjorn_swipe_r	false	100	50	1	1
blobLava_attack_aoe	false	100	50	1	1
blob_attack_aoe	false	100	50	1	1
blob_frost_attack_aoe	false	100	50	1	1
blobelite_attack_aoe	false	100	50	1	1
blobtar_attack	false	100	50	1	1
boar_base_attack	false	100	50	1	1
bonemass_attack_aoe	false	100	50	1	1
bonemass_attack_punch	false	100	50	1	1
bonemass_attack_spawn	false	100	50	1	1
bonemass_attack_throw	false	100	50	1	1
charred_bow	false	100	50	1	1
charred_bow_Fader	false	100	50	1	1
charred_bow_volley	false	100	50	1	1
charred_bow_volley_Fader	false	100	50	1	1
charred_dyrnwyn_greatsword_feint	false	100	50	1	1
charred_dyrnwyn_greatsword_swing	false	100	50	1	1
charred_dyrnwyn_greatsword_thrust	false	100	50	1	1
charred_dyrnwyn_greatsword_thrustfeint	false	100	50	1	1
charred_fader_greatsword_feint	false	100	50	1	1
charred_fader_greatsword_swing	false	100	50	1	1
charred_fader_greatsword_thrust	false	100	50	1	1
charred_fader_greatsword_thrustfeint	false	100	50	1	1
charred_greatsword_feint	false	100	50	1	1
charred_greatsword_swing	false	100	50	1	1
charred_greatsword_thrust	false	100	50	1	1
charred_greatsword_thrustfeint	false	100	50	1	1
charred_magestaff_fire	false	100	50	1	1
charred_magestaff_summon	false	100	50	1	1
charred_twitcher_scratch_l	false	100	50	1	1
charred_twitcher_scratch_r	false	100	50	1	1
charred_twitcher_throw	false	100	50	1	1
chest_hildir1	true	100	50	1	1
chest_hildir2	true	100	50	1	1
chest_hildir3	true	100	50	1	1
dragon_bite	false	100	50	1	1
dragon_claw_left	false	100	50	1	1
dragon_claw_right	false	100	50	1	1
dragon_coldbreath	false	100	50	1	1
dragon_coldbreath_OLD	false	100	50	1	1
dragon_spit_shotgun	false	100	50	1	1
dragon_taunt	false	100	50	1	1
draugr_arrow	false	100	50	1	20
draugr_axe	false	100	50	1	1
draugr_bow	false	100	50	1	1
draugr_sword	false	100	50	1	1
fallenvalkyrie_claws	false	100	50	1	1
fallenvalkyrie_poisonbreath	false	100	50	1	1
fallenvalkyrie_screech	false	100	50	1	1
fallenvalkyrie_spin	false	100	50	1	1
fallenvalkyrie_spit	false	100	50	1	1
fallenvalkyrie_swoopattack	false	100	50	1	1
fallenvalkyrie_taunt	false	100	50	1	1
fallenvalkyrie_wingspin	false	100	50	1	1
gd_king_punch	false	100	50	1	1
gd_king_rootspawn	false	100	50	1	1
gd_king_scream	false	100	50	1	1
gd_king_shoot	false	100	50	1	1
gd_king_stomp	false	100	50	1	1
gjall_attack_egg	false	100	50	1	1
gjall_attack_shake	false	100	50	1	1
gjall_attack_spit	false	100	50	1	1
gjall_attack_taunt	false	100	50	1	1
hatchling_spit_cold	false	100	50	1	1
hive_attack_aoe	false	100	50	1	1
hive_attack_punch	false	100	50	1	1
hive_attack_ranged	false	100	50	1	1
hive_attack_throw	false	100	50	1	1
imp_fireball_attack	false	100	50	1	1
lox_bite	false	100	50	1	1
lox_stomp	false	100	50	1	1
seeker_claw_left	false	100	50	1	1
seeker_claw_right	false	100	50	1	1
seeker_groundslam	false	100	50	1	1
seeker_groundslam_flying	false	100	50	1	1
seeker_land	false	100	50	1	1
seeker_pincers	false	100	50	1	1
seeker_takeoff	false	100	50	1	1
skeleton_bow	false	100	50	1	1
skeleton_bow2	false	100	50	1	1
skeleton_hildir_firenova	false	100	50	1	1
skeleton_mace	false	100	50	1	1
skeleton_sword	false	100	50	1	1
skeleton_sword2	false	100	50	1	1
skeleton_sword_hildir	false	100	50	1	1
staff_greenroots_tentaroot_attack	false	100	50	1	1
stonegolem_attack1_spike	false	100	50	1	1
stonegolem_attack2_left_groundslam	false	100	50	1	1
stonegolem_attack3_spikesweep	false	100	50	1	1
stonegolem_attack_doublesmash	false	100	50	1	1
stonegolem_attack_sonicboom_NOTUSED	false	100	50	1	1
tentaroot_attack	false	100	50	1	1
tick_attack	false	100	50	1	1
tick_attack_attach	false	100	50	1	1
troll_groundslam	false	100	50	1	1
troll_log_swing_h	false	100	50	1	1
troll_log_swing_v	false	100	50	1	1
troll_punch	false	100	50	1	1
troll_summoned_groundslam	false	100	50	1	1
troll_summoned_log_swing_h	false	100	50	1	1
troll_summoned_log_swing_v	false	100	50	1	1
troll_summoned_punch	false	100	50	1	1
troll_summoned_throw	false	100	50	1	1
troll_throw	false	100	50	1	1
unbjorn_bite	false	100	50	1	1
unbjorn_claws	false	100	50	1	1
unbjorn_slam	false	100	50	1	1
unbjorn_swipe_combo	false	100	50	1	1
unbjorn_swipe_l	false	100	50	1	1
unbjorn_swipe_r	false	100	50	1	1
volture_talons	false	100	50	1	1
wraith_melee	false	100	50	1	1
